Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary
2,HS,599,2:56.526.355,1.133 us,67 B,,03,04,      DATA0 packet,C3 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 8D,
2,HS,600,2:56.526.356,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,601,2:56.526.605,1.883 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,602,2:56.526.605,1.883 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,603,2:56.526.605,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,604,2:56.526.606,1.150 us,67 B,,03,02,      DATA1 packet,4B 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,605,2:56.526.607,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,606,2:56.526.479,255.150 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,607,2:56.526.479,255.150 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,608,2:56.526.479,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,609,2:56.526.732,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,610,2:56.526.733,1.150 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,611,2:56.526.734,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,612,2:56.526.980,1.883 us,64 B,K,03,02,Output Report,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,613,2:56.526.980,1.883 us,64 B,,03,02,   OUT txn,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,614,2:56.526.980,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,615,2:56.526.981,1.133 us,67 B,,03,02,      DATA0 packet,C3 12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 3B,
2,HS,616,2:56.526.982,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,617,2:56.526.854,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,618,2:56.526.854,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,619,2:56.526.854,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,620,2:56.527.104,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,621,2:56.527.105,1.133 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,622,2:56.527.106,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,623,2:56.527.355,1.883 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,624,2:56.527.355,1.883 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,625,2:56.527.355,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,626,2:56.527.356,1.150 us,67 B,,03,02,      DATA1 packet,4B 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,627,2:56.527.357,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,628,2:56.527.229,251.900 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,629,2:56.527.229,251.900 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,630,2:56.527.229,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,631,2:56.527.479,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,632,2:56.527.480,1.150 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,633,2:56.527.481,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,634,2:56.527.730,1.883 us,64 B,K,03,02,Output Report,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,635,2:56.527.730,1.883 us,64 B,,03,02,   OUT txn,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,636,2:56.527.730,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,637,2:56.527.731,1.133 us,67 B,,03,02,      DATA0 packet,C3 12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 BF,
2,HS,638,2:56.527.732,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,639,2:56.527.604,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,640,2:56.527.604,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,641,2:56.527.604,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,642,2:56.527.854,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,643,2:56.527.855,1.133 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,644,2:56.527.856,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,645,2:56.528.105,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,646,2:56.528.105,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,647,2:56.528.105,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,648,2:56.528.106,1.150 us,67 B,,03,02,      DATA1 packet,4B 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,649,2:56.528.107,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,650,2:56.527.979,251.900 us,64 B,K,03,04,Input Report,05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,651,2:56.527.979,251.900 us,64 B,,03,04,   IN txn   [2 POLL],05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,652,2:56.527.979,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,653,2:56.528.229,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,654,2:56.528.230,1.150 us,67 B,,03,04,      DATA1 packet,4B 05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45 8D,
2,HS,655,2:56.528.231,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,656,2:56.528.480,1.883 us,64 B,K,03,02,Output Report,04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,657,2:56.528.480,1.883 us,64 B,,03,02,   OUT txn,04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,658,2:56.528.480,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,659,2:56.528.481,1.150 us,67 B,,03,02,      DATA0 packet,C3 04 00 64 00 00 00 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C 47,
2,HS,660,2:56.528.482,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,661,2:56.528.354,251.916 us,64 B,K,03,04,Input Report,04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,662,2:56.528.354,251.916 us,64 B,,03,04,   IN txn   [2 POLL],04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,663,2:56.528.354,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,664,2:56.528.604,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,665,2:56.528.605,1.133 us,67 B,,03,04,      DATA0 packet,C3 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE D3,
2,HS,666,2:56.528.606,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,667,2:56.528.855,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,668,2:56.528.855,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,669,2:56.528.855,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,670,2:56.528.856,1.150 us,67 B,,03,02,      DATA1 packet,4B 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,671,2:56.528.857,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,672,2:56.528.733,248.666 us,64 B,K,03,04,Input Report,05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,673,2:56.528.733,248.666 us,64 B,,03,04,   IN txn   [2 POLL],05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,674,2:56.528.733,122.150 us,,,03,04,      [2 IN-NAK],,
2,HS,675,2:56.528.979,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,676,2:56.528.980,1.150 us,67 B,,03,04,      DATA1 packet,4B 05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D A4,
2,HS,677,2:56.528.981,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,678,2:56.529.230,1.883 us,64 B,K,03,02,Output Report,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,679,2:56.529.230,1.883 us,64 B,,03,02,   OUT txn,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,680,2:56.529.230,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,681,2:56.529.231,1.150 us,67 B,,03,02,      DATA0 packet,C3 08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 C8,
2,HS,682,2:56.529.232,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,683,2:56.529.104,251.916 us,64 B,K,03,04,Input Report,08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,684,2:56.529.104,251.916 us,64 B,,03,04,   IN txn   [2 POLL],08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,685,2:56.529.104,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,686,2:56.529.355,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,687,2:56.529.355,1.133 us,67 B,,03,04,      DATA0 packet,C3 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD D6,
2,HS,688,2:56.529.356,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,689,2:56.529.606,1.866 us,64 B,K,03,02,Output Report,04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,690,2:56.529.606,1.866 us,64 B,,03,02,   OUT txn,04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,691,2:56.529.606,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,692,2:56.529.606,1.150 us,67 B,,03,02,      DATA1 packet,4B 04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9D F7,
2,HS,693,2:56.529.607,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,694,2:56.529.480,251.933 us,64 B,K,03,04,Input Report,04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,695,2:56.529.480,251.933 us,64 B,,03,04,   IN txn   [2 POLL],04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,696,2:56.529.480,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,697,2:56.529.730,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,698,2:56.529.730,1.150 us,67 B,,03,04,      DATA1 packet,4B 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE D3,
2,HS,699,2:56.529.731,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,700,2:56.529.981,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,701,2:56.529.981,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,702,2:56.529.981,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,703,2:56.529.981,1.133 us,67 B,,03,02,      DATA0 packet,C3 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,704,2:56.529.982,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,705,2:56.529.855,251.900 us,64 B,K,03,04,Input Report,05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,706,2:56.529.855,251.900 us,64 B,,03,04,   IN txn   [2 POLL],05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,707,2:56.529.855,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,708,2:56.530.105,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,709,2:56.530.105,1.133 us,67 B,,03,04,      DATA0 packet,C3 05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D A4,
2,HS,710,2:56.530.106,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,711,2:56.530.356,1.866 us,64 B,K,03,02,Output Report,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,712,2:56.530.356,1.866 us,64 B,,03,02,   OUT txn,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,713,2:56.530.356,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,714,2:56.530.356,1.133 us,67 B,,03,02,      DATA1 packet,4B 08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 C8,
2,HS,715,2:56.530.357,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,716,2:56.530.230,251.900 us,64 B,K,03,04,Input Report,08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,717,2:56.530.230,251.900 us,64 B,,03,04,   IN txn   [2 POLL],08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,718,2:56.530.230,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,719,2:56.530.480,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,720,2:56.530.480,1.150 us,67 B,,03,04,      DATA1 packet,4B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD D6,
2,HS,721,2:56.530.482,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,722,2:56.530.734,1.883 us,64 B,K,03,02,Output Report,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
